,"Last updated: Sep 5th, 2025 by Nila",,GENERAL INFORMATION,,,,,,,,,DEFENSIVE STATS - SUMMARY,,,,,,,,DEFENSIVE STATS - BREAKDOWN & DETAIL,,,,,,,,,DEFENSIVE STATS - RAW NUMBER,,,,,OFFENSIVE STATS - SUMMARY,,,,,,,,,,,OFFENSIVE STATS - BREAKDOWN & DETAIL,,,,,,,,,OFFENSIVE STATS - RAW NUMBER,,,,,MISCELLANEOUS,
10283,141,Water Spirit,1346,808,288,Water,Formless,Large,"Max HP +28%
Bleed RES +52.5%",Shoes,,"44,456,937",155.92%,155.92%,105.00%,105.00%,134.45%,74.46%,,87.92%,68.00%,87.92%,68.00%,61.45%,73.00%,34.46%,40.00%,,4088,4088,2044,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10291,142,Gremlin,817,1361,291,Shadow,Demon,Large,Bonus  DMG to Small +35%,Accessory,,"15,119,909",194.39%,117.60%,105.00%,105.00%,134.68%,74.60%,,102.39%,92.00%,71.60%,46.00%,61.68%,73.00%,34.60%,40.00%,,5489,2745,2059,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10282,142,Roween,908,545,194,Wind,Brute,Medium,"Reduce DMG from Demon +17.5%
M.DMG RED +3360",Clothes,,"30,239,818",194.39%,117.60%,105.00%,105.00%,134.68%,74.60%,,102.39%,92.00%,71.60%,46.00%,61.68%,73.00%,34.60%,40.00%,,5489,2745,2059,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10285,143,Siroma,459,275,98,Water,Formless,Small,P.DMG Bonus +6720,Weapon,,"15,599,600",196.42%,119.28%,107.00%,107.00%,137.26%,74.97%,,103.42%,93.00%,72.28%,47.00%,62.26%,75.00%,34.97%,40.00%,,5592,2796,2097,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10284,143,Phylla,551,918,196,Water,Formless,Medium,"Reduce DMG from Fish +17.5%
P.DMG RED +3360",Shoes,,"31,199,199",196.42%,119.28%,107.00%,107.00%,137.26%,74.97%,,103.42%,93.00%,72.28%,47.00%,62.26%,75.00%,34.97%,40.00%,,5592,2796,2097,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10281,144,Hill Wind,928,557,198,Wind,Brute,Medium,"Reduce DMG from Angel +17.5%
P.DMG RED +3360",Cloak,,"32,176,110",199.44%,120.96%,109.00%,109.00%,138.85%,75.30%,,104.44%,95.00%,72.96%,48.00%,62.85%,76.00%,35.30%,40.00%,,5694,2847,2135,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10295,144,Isra,557,928,198,Neutral,Demi-Human,Medium,P.ATK +28%,Headgear,,"32,176,110",199.44%,120.96%,109.00%,109.00%,138.85%,75.30%,,104.44%,95.00%,72.96%,48.00%,62.85%,76.00%,35.30%,40.00%,,5694,2847,2135,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10290,145,Beholder,563,188,100,Wind,Formless,Small,"Neutral Attribute RES +52.5%
P.DMG Reflect +14%",Accessory,,"16,585,342",121.65%,121.65%,111.00%,111.00%,100.25%,123.65%,,73.65%,48.00%,73.65%,48.00%,52.25%,48.00%,73.65%,50.00%,,2899,2899,1499,2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10289,145,Ice Wolf,375,1125,200,Water,Brute,Medium,"Final M.PEN +14%
Final M.DMG Bonus +14%",Weapon,,"33,170,685",202.48%,121.65%,111.00%,111.00%,140.45%,75.63%,,105.48%,97.00%,73.65%,48.00%,63.45%,77.00%,35.63%,40.00%,,5798,2899,2174,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10292,146,Gazeti,1137,379,202,Water,Demon,Medium,Bonus DMG to Medium +35%,Weapon,,"34,183,061",204.52%,123.35%,113.00%,113.00%,143.05%,75.95%,,106.52%,98.00%,74.35%,49.00%,64.05%,79.00%,35.95%,40.00%,,5902,2951,2213,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10293,146,Vanberk,379,1137,202,Neutral,Demi-Human,Medium,Bonus DMG to Large +35%,Accessory,,"34,183,061",123.35%,123.35%,113.00%,113.00%,100.82%,123.87%,,74.35%,49.00%,74.35%,49.00%,51.82%,49.00%,73.87%,50.00%,,2951,2951,1475,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10286,147,Iceicle,383,383,102,Water,Formless,Small,Crit DMG Bonus +56%,Weapon,,"35,213,374",207.57%,125.04%,115.00%,115.00%,144.65%,76.28%,,107.57%,100.00%,75.04%,50.00%,64.65%,80.00%,36.28%,40.00%,,6007,3003,2252,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10280,147,Drosera,766,766,204,Earth,Plant,Medium,"HP Regen per 5s +7%
PVP Final M.DMG RED +8.4%",Cloak,,"35,213,374",167.42%,167.42%,115.00%,115.00%,144.65%,76.28%,,92.42%,75.00%,92.42%,75.00%,64.65%,80.00%,36.28%,40.00%,,4505,4505,2252,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10294,148,Seeker,194,581,103,Wind,Formless,Small,"STUN RES +42%
Max HP +33.6%",Headgear,,"36,271,687",126.71%,210.64%,117.00%,117.00%,147.26%,76.60%,,75.71%,51.00%,108.64%,102.00%,65.26%,82.00%,36.60%,40.00%,,3057,6114,2293,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10287,148,Snowier,1742,581,309,Water,Formless,Large,M.DMG Bonus +6720,Weapon,,"54,407,531",210.64%,126.71%,117.00%,117.00%,147.26%,76.60%,,108.64%,102.00%,75.71%,51.00%,65.26%,82.00%,36.60%,40.00%,,6114,3057,2293,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10297,149,Echio,1173,391,208,Neutral,Demi-Human,Medium,Final P.PEN +28%,Headgear,,"37,358,575",128.39%,128.39%,119.00%,119.00%,105.29%,126.39%,,76.39%,52.00%,76.39%,52.00%,53.29%,52.00%,76.39%,50.00%,,3111,3111,1556,3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10296,149,Hodremlin,391,1173,208,Shadow,Demon,Medium,M.ATK +28%,Headgear,,"37,358,575",172.13%,172.13%,119.00%,119.00%,148.84%,76.95%,,94.13%,78.00%,94.13%,78.00%,65.84%,83.00%,36.95%,40.00%,,4667,4667,2334,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10298,150,Agav,790,790,210,Neutral,Demi-Human,Medium,Final M.PEN +28%,Headgear,,"38,464,399",130.08%,216.83%,121.00%,121.00%,150.43%,77.30%,,77.08%,53.00%,110.83%,106.00%,66.43%,84.00%,37.30%,40.00%,,3166,6333,2375,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
10288,150,Ice Titan,1185,1185,315,Water,Formless,Large,Final P.DMG Bonus +28%,Weapon,,"57,696,598",216.83%,130.08%,121.00%,121.00%,150.43%,77.30%,,110.83%,106.00%,77.08%,53.00%,66.43%,84.00%,37.30%,40.00%,,6333,3166,2375,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Average Lv.101-110,,,,Water,Brute,Medium,,,,"6,119,996",103.94%,101.16%,62.64%,62.64%,45.21%,48.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,,Average Lv.111-120,,,,Earth,Demon,Medium,,,,"10,597,316",121.16%,102.23%,69.66%,69.66%,93.82%,57.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,,Average Lv.121-130,,,,Wind,Formless,Medium,,,,"17,018,637",136.01%,113.43%,82.46%,82.46%,105.77%,66.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,,Average Lv.131-140,,,,Fire,Formless,Small,,,,"20,834,000",153.93%,122.67%,95.80%,95.80%,117.93%,73.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
,,Average Lv.141-150,,,,Water,Formless,Medium,,,,"33,294,646",173.23%,141.59%,112.20%,112.20%,135.69%,83.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
